ID	Notes	Scaffold	sgRNA1_ID	Gene1	sgRNA2_ID	Gene2	Gene_Pair	PILOT_100X_D14_R1	PILOT_100X_D14_R2	PILOT_100X_D14_R3	PILOT_100X_D3	PILOT_500X_D14_R1	PILOT_500X_D14_R2	PILOT_500X_D14_R3	PILOT_500X_D3	PILOT_PCR500X_D14_R1	PILOT_PCR500X_D14_R2	PILOT_PCR500X_D14_R3	PILOT_PCR500X_D3	PILOT_Plasmid
DG0003676	CopyNumber	Wildtype	1047400605	NDUFB9	1119869746	INTERGENIC	NDUFB9~INTERGENIC	30	56	59	47	65	43	66	98	69	27	80	112	126
DG0003677	CopyNumber	Wildtype	1048301817	NDRG1	904964476	INTERGENIC	NDRG1~INTERGENIC	138	98	140	116	271	118	181	138	90	199	195	113	214
DG0003678	CopyNumber	Wildtype	1048302531	NDRG1	904964476	INTERGENIC	NDRG1~INTERGENIC	99	137	110	87	187	131	219	145	58	121	193	129	160
DG0003679	CopyNumber	Wildtype	1047454914	SQLE	984184018	INTERGENIC	SQLE~INTERGENIC	121	83	196	82	193	127	156	141	102	188	119	77	201
DG0003680	CopyNumber	Wildtype	1047455288	SQLE	984184018	INTERGENIC	SQLE~INTERGENIC	110	116	126	95	181	120	163	125	100	97	161	92	162
DG0003681	CopyNumber	Wildtype	1046922450	TAF2	953471261	INTERGENIC	TAF2~INTERGENIC	94	126	92	201	189	97	149	276	75	172	219	202	315
DG0003682	CopyNumber	Wildtype	1046926523	TAF2	953471261	INTERGENIC	TAF2~INTERGENIC	35	93	80	70	90	63	113	150	89	64	78	127	193
DG0003683	CopyNumber	Wildtype	1048064302	ADCY8	1074249461	INTERGENIC	ADCY8~INTERGENIC	65	52	37	38	99	44	75	67	34	95	65	57	87
DG0003684	CopyNumber	Wildtype	1048072710	ADCY8	1074249461	INTERGENIC	ADCY8~INTERGENIC	29	23	51	34	56	53	53	48	39	66	40	50	87
DG0003685	CopyNumber	Wildtype	1047390973	TRMT12	998444770	INTERGENIC	TRMT12~INTERGENIC	103	82	78	115	144	90	122	152	149	161	107	111	156
DG0003686	CopyNumber	Wildtype	1047391038	TRMT12	998444770	INTERGENIC	TRMT12~INTERGENIC	102	86	107	103	175	96	148	137	79	160	61	73	161
DG0003687	CopyNumber	Wildtype	1047225472	ZHX2	919784692	INTERGENIC	ZHX2~INTERGENIC	99	41	73	53	77	91	60	74	31	55	16	80	128
DG0003688	CopyNumber	Wildtype	1047225439	ZHX2	919784692	INTERGENIC	ZHX2~INTERGENIC	92	119	137	77	144	126	154	105	140	139	157	130	166
DG0003689	CopyNumber	Wildtype	1047260532	ZHX1	996215783	INTERGENIC	ZHX1~INTERGENIC	91	61	58	38	97	84	85	104	60	56	77	77	122
DG0003690	CopyNumber	Wildtype	1047260519	ZHX1	996215783	INTERGENIC	ZHX1~INTERGENIC	70	56	110	80	176	95	154	140	109	76	149	162	218
DG0003691	CopyNumber	Wildtype	1048459417	ZFAT	930457037	INTERGENIC	ZFAT~INTERGENIC	53	42	79	22	88	73	66	53	102	67	71	40	60
DG0003692	CopyNumber	Wildtype	1048458841	ZFAT	930457037	INTERGENIC	ZFAT~INTERGENIC	83	105	155	98	136	145	141	79	156	185	104	83	130
DG0003693	CopyNumber	Wildtype	1047279947	WDYHV1	1109915083	INTERGENIC	WDYHV1~INTERGENIC	87	100	108	81	133	107	121	133	78	162	110	100	173
DG0003694	CopyNumber	Wildtype	1047279944	WDYHV1	1109915083	INTERGENIC	WDYHV1~INTERGENIC	77	85	106	72	128	122	166	117	112	117	144	111	134
DG0003695	CopyNumber	Wildtype	1047461267	WASHC5	1076265353	INTERGENIC	WASHC5~INTERGENIC	81	99	118	82	243	118	161	122	135	172	143	86	117
DG0003696	CopyNumber	Wildtype	1047462096	WASHC5	1076265353	INTERGENIC	WASHC5~INTERGENIC	100	99	78	91	119	137	216	142	197	138	162	101	170
DG0003697	CopyNumber	Wildtype	1046644161	UTP23	1003682266	INTERGENIC	UTP23~INTERGENIC	28	30	30	87	58	37	57	155	21	24	75	129	179
DG0003698	CopyNumber	Wildtype	1046644180	UTP23	1003682266	INTERGENIC	UTP23~INTERGENIC	80	82	105	142	77	68	89	205	71	96	114	150	240
DG0003699	CopyNumber	Wildtype	1047499554	TRIB1	1065073445	INTERGENIC	TRIB1~INTERGENIC	62	54	78	103	83	66	87	101	61	87	48	57	155
DG0003700	CopyNumber	Wildtype	1047500060	TRIB1	1065073445	INTERGENIC	TRIB1~INTERGENIC	53	13	36	77	62	48	66	117	90	59	89	77	194
DG0003701	CopyNumber	Wildtype	1047396460	TATDN1	1133705368	INTERGENIC	TATDN1~INTERGENIC	71	72	72	91	106	78	89	124	89	79	86	82	148
DG0003702	CopyNumber	Wildtype	1047397556	TATDN1	1133705368	INTERGENIC	TATDN1~INTERGENIC	101	77	106	99	164	90	111	147	60	100	86	93	167
DG0003703	CopyNumber	Wildtype	1049076117	TRAPPC9	958793424	INTERGENIC	TRAPPC9~INTERGENIC	73	51	71	47	58	60	81	83	44	93	83	42	118
DG0003704	CopyNumber	Wildtype	1049082024	TRAPPC9	958793424	INTERGENIC	TRAPPC9~INTERGENIC	72	31	78	37	40	45	65	74	35	36	62	54	122
DG0003705	CopyNumber	Wildtype	1046847354	TNFRSF11B	1117389378	INTERGENIC	TNFRSF11B~INTERGENIC	84	64	54	53	101	82	76	102	90	103	61	60	168
DG0003706	CopyNumber	Wildtype	1046847365	TNFRSF11B	1117389378	INTERGENIC	TNFRSF11B~INTERGENIC	77	12	47	55	79	37	64	64	44	80	42	38	97
DG0003707	CopyNumber	Wildtype	1048242011	TMEM71	1010075660	INTERGENIC	TMEM71~INTERGENIC	99	116	131	48	144	110	146	99	155	151	209	94	122
DG0003708	CopyNumber	Wildtype	1048241996	TMEM71	1010075660	INTERGENIC	TMEM71~INTERGENIC	40	28	63	9	57	35	51	55	32	26	12	41	82
DG0003709	CopyNumber	Wildtype	1047381832	TMEM65	917570869	INTERGENIC	TMEM65~INTERGENIC	18	61	30	39	33	63	46	49	28	63	34	48	78
DG0003710	CopyNumber	Wildtype	1047381823	TMEM65	917570869	INTERGENIC	TMEM65~INTERGENIC	52	49	71	46	61	61	74	59	66	46	41	61	104
DG0003711	CopyNumber	Wildtype	1048253663	TG	943930893	INTERGENIC	TG~INTERGENIC	0	0	0	0	0	0	0	0	0	0	0	1	0
DG0003712	CopyNumber	Wildtype	1048256165	TG	943930893	INTERGENIC	TG~INTERGENIC	92	58	70	77	97	60	91	75	37	60	76	37	123
DG0003713	CopyNumber	Wildtype	1047241515	TBC1D31	1052633906	INTERGENIC	TBC1D31~INTERGENIC	97	27	63	47	97	62	83	80	60	94	78	45	118
DG0003714	CopyNumber	Wildtype	1047242206	TBC1D31	1052633906	INTERGENIC	TBC1D31~INTERGENIC	57	65	31	20	63	48	95	62	80	65	64	59	106
DG0003715	CopyNumber	Wildtype	1047732517	MYC	970782457	INTERGENIC	MYC~INTERGENIC	14	34	12	62	27	8	22	101	16	16	36	62	194
DG0003716	CopyNumber	Wildtype	1047732605	MYC	970782457	INTERGENIC	MYC~INTERGENIC	34	11	26	55	24	6	31	80	2	2	41	55	141
DG0003717	CopyNumber	Wildtype	1047403624	MTSS1	1113039998	INTERGENIC	MTSS1~INTERGENIC	100	62	54	94	168	89	94	142	120	106	78	92	144
DG0003718	CopyNumber	Wildtype	1047403166	MTSS1	1113039998	INTERGENIC	MTSS1~INTERGENIC	84	61	94	82	99	91	98	133	97	102	100	55	131
DG0003719	CopyNumber	Wildtype	1046990818	MTBP	994388002	INTERGENIC	MTBP~INTERGENIC	5	14	23	28	21	16	21	22	10	6	3	24	109
DG0003720	CopyNumber	Wildtype	1046990361	MTBP	994388002	INTERGENIC	MTBP~INTERGENIC	50	52	46	21	47	28	39	41	24	30	19	46	106
DG0003721	CopyNumber	Wildtype	1046770185	EXT1	1098881072	INTERGENIC	EXT1~INTERGENIC	67	59	127	99	92	75	118	120	94	89	95	128	153
DG0003722	CopyNumber	Wildtype	1046770208	EXT1	1098881072	INTERGENIC	EXT1~INTERGENIC	73	108	104	87	104	83	100	121	89	108	137	84	167
DG0003723	CopyNumber	Wildtype	1046634505	EIF3H	963487696	INTERGENIC	EIF3H~INTERGENIC	73	110	87	57	121	71	110	125	55	107	59	96	159
DG0003724	CopyNumber	Wildtype	1046634509	EIF3H	963487696	INTERGENIC	EIF3H~INTERGENIC	42	85	58	83	105	64	124	84	51	99	83	67	151
DG0003725	CopyNumber	Wildtype	1048157201	EFR3A	1057501398	INTERGENIC	EFR3A~INTERGENIC	21	51	48	79	55	49	72	128	47	70	81	79	164
DG0003726	CopyNumber	Wildtype	1048157193	EFR3A	1057501398	INTERGENIC	EFR3A~INTERGENIC	25	62	32	58	72	34	51	76	49	45	23	50	91
DG0003727	CopyNumber	Wildtype	1046932498	DSCC1	1073964058	INTERGENIC	DSCC1~INTERGENIC	36	64	47	65	70	60	85	104	78	70	48	86	86
DG0003728	CopyNumber	Wildtype	1046932194	DSCC1	1073964058	INTERGENIC	DSCC1~INTERGENIC	50	59	42	45	79	75	69	56	54	73	58	48	108
DG0003729	CopyNumber	Wildtype	1047233872	DERL1	986377309	INTERGENIC	DERL1~INTERGENIC	86	58	86	70	109	92	95	93	92	53	116	81	159
DG0003730	CopyNumber	Wildtype	1047235931	DERL1	986377309	INTERGENIC	DERL1~INTERGENIC	63	86	75	81	90	65	104	117	47	79	129	112	167
DG0003731	CopyNumber	Wildtype	1046944909	DEPTOR	1127528405	INTERGENIC	DEPTOR~INTERGENIC	31	61	41	52	68	63	64	57	45	32	42	47	90
DG0003732	CopyNumber	Wildtype	1046948919	DEPTOR	1127528405	INTERGENIC	DEPTOR~INTERGENIC	92	105	101	65	117	125	151	110	97	83	85	111	110
DG0003733	CopyNumber	Wildtype	1049171673	DENND3	987951377	INTERGENIC	DENND3~INTERGENIC	94	48	64	51	120	71	100	96	46	50	80	65	134
DG0003734	CopyNumber	Wildtype	1049172146	DENND3	987951377	INTERGENIC	DENND3~INTERGENIC	45	25	60	36	50	38	22	46	52	54	26	42	94
DG0003735	CopyNumber	Wildtype	1046858822	COLEC10	1055778536	INTERGENIC	COLEC10~INTERGENIC	200	198	135	149	268	192	196	191	142	203	212	135	272
DG0003736	CopyNumber	Wildtype	1046858817	COLEC10	1055778536	INTERGENIC	COLEC10~INTERGENIC	116	71	87	48	104	81	106	79	80	64	64	76	118
DG0003737	CopyNumber	Wildtype	1048881821	COL22A1	1013940258	INTERGENIC	COL22A1~INTERGENIC	58	130	215	119	137	124	186	164	106	128	89	158	258
DG0003738	CopyNumber	Wildtype	1048881884	COL22A1	1013940258	INTERGENIC	COL22A1~INTERGENIC	146	196	182	92	210	161	222	159	123	219	134	154	206
DG0003739	CopyNumber	Wildtype	1046973414	COL14A1	1063220798	INTERGENIC	COL14A1~INTERGENIC	111	132	144	118	177	147	198	195	160	171	160	148	259
DG0003740	CopyNumber	Wildtype	1046970364	COL14A1	1063220798	INTERGENIC	COL14A1~INTERGENIC	106	77	113	83	119	92	110	104	110	106	102	70	125
DG0003741	CopyNumber	Wildtype	1049090700	CHRAC1	1126235648	INTERGENIC	CHRAC1~INTERGENIC	19	23	36	37	28	48	52	50	10	27	47	36	75
DG0003742	CopyNumber	Wildtype	1049090676	CHRAC1	1126235648	INTERGENIC	CHRAC1~INTERGENIC	44	17	26	49	52	35	39	49	34	38	23	41	93
DG0003743	CopyNumber	Wildtype	1047258100	C8orf76	1058455100	INTERGENIC	C8orf76~INTERGENIC	66	28	61	36	77	56	51	54	55	93	51	50	93
DG0003744	CopyNumber	Wildtype	1047258821	C8orf76	1058455100	INTERGENIC	C8orf76~INTERGENIC	135	101	147	127	204	165	235	200	145	240	161	146	209
DG0003745	CopyNumber	Wildtype	1047274616	ATAD2	997425753	INTERGENIC	ATAD2~INTERGENIC	44	47	56	71	87	56	66	91	18	95	61	78	185
DG0003746	CopyNumber	Wildtype	1047270069	ATAD2	997425753	INTERGENIC	ATAD2~INTERGENIC	80	87	109	131	115	105	121	208	102	64	115	130	203
DG0003747	CopyNumber	Wildtype	1047984070	ASAP1	1093329131	INTERGENIC	ASAP1~INTERGENIC	52	79	130	43	121	88	95	72	63	86	135	39	75
DG0003748	CopyNumber	Wildtype	1047978197	ASAP1	1093329131	INTERGENIC	ASAP1~INTERGENIC	86	71	130	77	179	121	115	123	104	150	120	127	142
DG0003749	CopyNumber	Wildtype	1047312289	ANXA13	1063693293	INTERGENIC	ANXA13~INTERGENIC	42	63	84	31	72	56	61	59	51	65	39	39	104
DG0003750	CopyNumber	Wildtype	1047311830	ANXA13	1063693293	INTERGENIC	ANXA13~INTERGENIC	90	113	127	62	144	109	102	98	111	124	162	45	164
DG0003751	CopyNumber	Wildtype	1049098440	AGO2	1052275928	INTERGENIC	AGO2~INTERGENIC	31	46	63	44	84	42	57	66	53	44	43	64	121
DG0003752	CopyNumber	Wildtype	1049097396	AGO2	1052275928	INTERGENIC	AGO2~INTERGENIC	108	83	99	55	134	87	145	74	111	116	73	75	117
DG0003753	CopyNumber	Wildtype	1046908566	ENPP2	1068153226	INTERGENIC	ENPP2~INTERGENIC	87	82	97	64	101	42	107	107	116	96	89	92	231
DG0003754	CopyNumber	Wildtype	1046910339	ENPP2	1068153226	INTERGENIC	ENPP2~INTERGENIC	62	90	45	64	79	73	84	75	75	76	100	54	121
DG0003755	CopyNumber	Wildtype	1047251187	FAM83A	1102715706	INTERGENIC	FAM83A~INTERGENIC	76	77	73	63	135	78	89	79	53	89	74	78	143
DG0003756	CopyNumber	Wildtype	1047252909	FAM83A	1102715706	INTERGENIC	FAM83A~INTERGENIC	37	27	17	41	75	55	69	64	51	40	68	42	99
DG0003757	CopyNumber	Wildtype	1046989301	MRPL13	984419005	INTERGENIC	MRPL13~INTERGENIC	127	136	167	68	201	174	184	104	123	158	172	66	150
DG0003758	CopyNumber	Wildtype	1046988818	MRPL13	984419005	INTERGENIC	MRPL13~INTERGENIC	58	69	62	45	101	100	102	72	68	68	84	52	70
DG0003759	CopyNumber	Wildtype	1047321232	FAM91A1	1056701480	INTERGENIC	FAM91A1~INTERGENIC	79	65	51	50	113	70	99	50	113	71	71	32	71
DG0003760	CopyNumber	Wildtype	1047320367	FAM91A1	1056701480	INTERGENIC	FAM91A1~INTERGENIC	41	58	77	43	60	37	70	46	66	39	62	30	47
DG0003761	CopyNumber	Wildtype	1046712047	MED30	1065760938	INTERGENIC	MED30~INTERGENIC	20	11	25	101	15	15	20	194	25	29	1	160	256
DG0003762	CopyNumber	Wildtype	1046712050	MED30	1065760938	INTERGENIC	MED30~INTERGENIC	12	13	16	116	32	17	27	170	8	19	44	121	216
DG0003763	CopyNumber	Wildtype	1046872754	MAL2	1098656079	INTERGENIC	MAL2~INTERGENIC	256	233	182	163	316	253	320	246	197	316	339	195	185
DG0003764	CopyNumber	Wildtype	1046871352	MAL2	1098656079	INTERGENIC	MAL2~INTERGENIC	96	100	118	118	122	108	123	167	101	163	113	127	240
DG0003765	CopyNumber	Wildtype	1048232947	LRRC6	1066525802	INTERGENIC	LRRC6~INTERGENIC	71	85	58	20	112	78	94	54	72	79	55	65	80
DG0003766	CopyNumber	Wildtype	1048230263	LRRC6	1066525802	INTERGENIC	LRRC6~INTERGENIC	129	118	132	96	146	141	143	123	124	136	137	78	162
DG0003767	CopyNumber	Wildtype	1047305875	KLHL38	1043200385	INTERGENIC	KLHL38~INTERGENIC	64	48	82	47	124	82	85	84	72	98	61	57	81
DG0003768	CopyNumber	Wildtype	1047305865	KLHL38	1043200385	INTERGENIC	KLHL38~INTERGENIC	45	42	58	43	67	74	70	75	80	61	92	77	107
DG0003769	CopyNumber	Wildtype	1048562575	KHDRBS3	1115052901	INTERGENIC	KHDRBS3~INTERGENIC	113	115	149	106	165	88	124	127	118	101	90	84	195
DG0003770	CopyNumber	Wildtype	1048561957	KHDRBS3	1115052901	INTERGENIC	KHDRBS3~INTERGENIC	70	103	175	117	169	120	177	178	114	152	131	163	213
DG0003771	CopyNumber	Wildtype	1048179774	KCNQ3	1009711944	INTERGENIC	KCNQ3~INTERGENIC	155	118	167	112	214	151	180	150	113	123	216	114	223
DG0003772	CopyNumber	Wildtype	1048178032	KCNQ3	1009711944	INTERGENIC	KCNQ3~INTERGENIC	69	54	56	18	51	51	69	63	36	56	52	40	101
DG0003773	CopyNumber	Wildtype	1048980833	KCNK9	1095904048	INTERGENIC	KCNK9~INTERGENIC	114	42	51	73	98	83	105	113	63	76	94	91	212
DG0003774	CopyNumber	Wildtype	1048980850	KCNK9	1095904048	INTERGENIC	KCNK9~INTERGENIC	43	51	64	46	88	57	87	98	35	71	64	92	124
DG0003775	CopyNumber	Wildtype	1048169055	HHLA1	927439214	INTERGENIC	HHLA1~INTERGENIC	197	198	169	137	268	190	253	199	141	203	151	149	212
DG0003776	CopyNumber	Wildtype	1048167884	HHLA1	927439214	INTERGENIC	HHLA1~INTERGENIC	100	69	93	59	102	56	90	107	88	81	112	100	116
DG0003777	CopyNumber	Wildtype	1047096197	HAS2	978797100	INTERGENIC	HAS2~INTERGENIC	70	97	87	77	94	116	151	111	89	121	138	105	193
DG0003778	CopyNumber	Wildtype	1047096208	HAS2	978797100	INTERGENIC	HAS2~INTERGENIC	168	196	219	81	234	259	280	138	182	241	268	149	217
DG0003779	CopyNumber	Wildtype	1047934723	GSDMC	900826133	INTERGENIC	GSDMC~INTERGENIC	77	47	61	56	84	53	87	91	85	66	97	53	105
DG0003780	CopyNumber	Wildtype	1047935688	GSDMC	900826133	INTERGENIC	GSDMC~INTERGENIC	152	96	119	82	189	155	194	120	87	175	193	103	119
DG0003781	CopyNumber	Wildtype	1049204546	GPR20	1120472798	INTERGENIC	GPR20~INTERGENIC	41	69	93	54	92	74	128	70	66	39	117	49	151
DG0003782	CopyNumber	Wildtype	1049204506	GPR20	1120472798	INTERGENIC	GPR20~INTERGENIC	125	115	130	103	162	155	168	144	162	109	214	98	224
DG0003783	CopyNumber	Wildtype	1047346652	FER1L6	1126891518	INTERGENIC	FER1L6~INTERGENIC	89	109	95	109	136	85	169	167	47	113	156	100	199
DG0003784	CopyNumber	Wildtype	1047344859	FER1L6	1126891518	INTERGENIC	FER1L6~INTERGENIC	284	225	316	128	397	301	478	212	270	430	356	200	314
DG0003785	CopyNumber	Wildtype	1047291201	FBXO32	966338650	INTERGENIC	FBXO32~INTERGENIC	0	0	0	0	0	0	2	0	0	0	0	0	0
DG0003786	CopyNumber	Wildtype	1047291204	FBXO32	966338650	INTERGENIC	FBXO32~INTERGENIC	82	105	88	54	102	95	140	57	54	70	108	72	102
DG0003787	CopyNumber	Wildtype	1048796221	FAM135B	971523031	INTERGENIC	FAM135B~INTERGENIC	57	61	53	55	83	61	70	82	56	48	47	58	105
DG0003788	CopyNumber	Wildtype	1048807097	FAM135B	971523031	INTERGENIC	FAM135B~INTERGENIC	186	114	176	112	219	183	240	154	84	134	176	111	181
DG0003789	CopyNumber	Wildtype	1047452390	ZNF572	983751016	INTERGENIC	ZNF572~INTERGENIC	85	93	106	45	134	105	138	105	131	157	185	63	129
DG0003790	CopyNumber	Wildtype	1047452336	ZNF572	983751016	INTERGENIC	ZNF572~INTERGENIC	76	89	109	63	118	135	164	156	150	183	156	157	183
DG0003791	CopyNumber	Wildtype	1168924961	SIRPB1	918208732	INTERGENIC	SIRPB1~INTERGENIC	189	195	168	130	297	205	305	144	258	233	297	126	148
DG0003792	CopyNumber	Wildtype	1168925904	SIRPB1	918208732	INTERGENIC	SIRPB1~INTERGENIC	229	197	253	100	349	206	376	182	232	194	254	123	150
DG0003793	ScaffoldPosition	Wildtype	1163612791	LSM4	CTRL00741	NONTARGETING	LSM4~NONTARGETING	35	32	38	43	50	21	62	56	31	48	24	43	81
DG0003794	ScaffoldPosition	Wildtype	1163612794	LSM4	CTRL00741	NONTARGETING	LSM4~NONTARGETING	80	7	19	78	39	11	19	121	35	0	35	118	184
DG0003795	ScaffoldPosition	Wildtype	954733919	GNL3	CTRL00311	NONTARGETING	GNL3~NONTARGETING	18	29	16	45	22	15	21	70	11	36	17	104	113
DG0003796	ScaffoldPosition	Wildtype	954734137	GNL3	CTRL00311	NONTARGETING	GNL3~NONTARGETING	28	27	62	79	39	36	32	81	22	36	35	55	93
DG0003797	ScaffoldPosition	Wildtype	903486475	RPL11	CTRL00208	NONTARGETING	RPL11~NONTARGETING	48	15	24	54	29	15	21	129	9	10	24	123	177
DG0003798	ScaffoldPosition	Wildtype	903486594	RPL11	CTRL00208	NONTARGETING	RPL11~NONTARGETING	133	79	130	72	145	152	162	126	173	144	158	122	138
DG0003799	ScaffoldPosition	Wildtype	1148671387	PHB	CTRL00731	NONTARGETING	PHB~NONTARGETING	161	153	247	71	223	171	212	122	196	202	208	70	114
DG0003800	ScaffoldPosition	Wildtype	1148671388	PHB	CTRL00731	NONTARGETING	PHB~NONTARGETING	83	39	42	60	34	23	34	61	28	35	33	43	114
DG0003801	ScaffoldPosition	Wildtype	1077098532	RPLP2	CTRL00449	NONTARGETING	RPLP2~NONTARGETING	61	27	33	133	47	38	54	227	21	24	53	213	257
DG0003802	ScaffoldPosition	Wildtype	1077098736	RPLP2	CTRL00449	NONTARGETING	RPLP2~NONTARGETING	36	16	37	65	66	21	27	89	36	24	72	69	129
DG0003803	ScaffoldPosition	Wildtype	938003320	WDR33	CTRL00204	NONTARGETING	WDR33~NONTARGETING	12	14	32	61	36	18	23	87	9	14	21	66	204
DG0003804	ScaffoldPosition	Wildtype	938003630	WDR33	CTRL00204	NONTARGETING	WDR33~NONTARGETING	41	54	96	73	94	89	92	114	48	71	134	96	207
DG0003805	ScaffoldPosition	Wildtype	1057734937	NCBP1	CTRL00542	NONTARGETING	NCBP1~NONTARGETING	26	32	45	52	32	31	36	100	27	36	31	47	100
DG0003806	ScaffoldPosition	Wildtype	1057735374	NCBP1	CTRL00542	NONTARGETING	NCBP1~NONTARGETING	26	49	44	53	49	32	38	125	30	49	4	80	126
DG0003807	ScaffoldPosition	Wildtype	923604459	TBCE	CTRL00006	NONTARGETING	TBCE~NONTARGETING	48	36	43	53	49	46	64	67	56	92	36	54	118
DG0003808	ScaffoldPosition	Wildtype	923602393	TBCE	CTRL00006	NONTARGETING	TBCE~NONTARGETING	74	79	95	88	142	103	123	101	90	138	100	101	186
DG0003809	ScaffoldPosition	Wildtype	1029493410	SRRT	CTRL00277	NONTARGETING	SRRT~NONTARGETING	26	15	8	51	25	15	17	84	15	9	16	38	123
DG0003810	ScaffoldPosition	Wildtype	1029493591	SRRT	CTRL00277	NONTARGETING	SRRT~NONTARGETING	116	107	143	57	192	152	160	59	103	85	138	37	108
DG0003811	ScaffoldPosition	Wildtype	944242742	HSPE1	CTRL00510	NONTARGETING	HSPE1~NONTARGETING	21	2	0	61	6	12	19	79	2	7	5	61	129
DG0003812	ScaffoldPosition	Wildtype	944242745	HSPE1	CTRL00510	NONTARGETING	HSPE1~NONTARGETING	46	22	50	158	21	17	36	166	36	36	42	160	281
DG0003813	ScaffoldPosition	Wildtype	966872366	PSMD2	CTRL00773	NONTARGETING	PSMD2~NONTARGETING	18	28	15	83	33	23	46	165	13	17	63	83	185
DG0003814	ScaffoldPosition	Wildtype	966872748	PSMD2	CTRL00773	NONTARGETING	PSMD2~NONTARGETING	109	51	86	108	94	92	106	157	51	49	58	129	228
DG0003815	ScaffoldPosition	Wildtype	923734896	HEATR1	CTRL00683	NONTARGETING	HEATR1~NONTARGETING	29	41	52	27	26	73	46	33	30	30	45	49	86
DG0003816	ScaffoldPosition	Wildtype	923735578	HEATR1	CTRL00683	NONTARGETING	HEATR1~NONTARGETING	66	43	84	63	43	75	62	81	51	59	41	78	155
DG0003817	ScaffoldPosition	Wildtype	904085819	RPA2	CTRL00749	NONTARGETING	RPA2~NONTARGETING	12	1	0	29	14	16	17	48	7	18	2	58	83
DG0003818	ScaffoldPosition	Wildtype	904085811	RPA2	CTRL00749	NONTARGETING	RPA2~NONTARGETING	17	14	29	43	23	15	25	32	27	24	14	41	111
DG0003819	ScaffoldPosition	Wildtype	1147789207	RPL27	CTRL00175	NONTARGETING	RPL27~NONTARGETING	11	21	17	14	24	29	32	39	13	27	19	34	53
DG0003820	ScaffoldPosition	Wildtype	1147788663	RPL27	CTRL00175	NONTARGETING	RPL27~NONTARGETING	21	36	21	49	31	43	46	83	12	51	19	55	101
DG0003821	ScaffoldPosition	Wildtype	1006312792	RPS18	CTRL00320	NONTARGETING	RPS18~NONTARGETING	1	18	22	55	33	21	22	96	15	29	32	63	156
DG0003822	ScaffoldPosition	Wildtype	1006313200	RPS18	CTRL00320	NONTARGETING	RPS18~NONTARGETING	7	37	29	55	24	18	17	65	17	37	15	42	136
DG0003823	ScaffoldPosition	Wildtype	1143668510	RPL26	CTRL00316	NONTARGETING	RPL26~NONTARGETING	15	26	13	100	42	31	36	120	27	38	24	112	133
DG0003824	ScaffoldPosition	Wildtype	1143668526	RPL26	CTRL00316	NONTARGETING	RPL26~NONTARGETING	45	41	39	89	38	46	44	122	41	30	57	84	148
DG0003825	ScaffoldPosition	Wildtype	1161384366	EEF2	CTRL00901	NONTARGETING	EEF2~NONTARGETING	11	11	7	44	11	9	6	63	5	9	29	58	108
DG0003826	ScaffoldPosition	Wildtype	1161384218	EEF2	CTRL00901	NONTARGETING	EEF2~NONTARGETING	10	26	10	51	25	10	11	68	8	14	20	45	100
DG0003827	ScaffoldPosition	Wildtype	906340726	EIF2B3	CTRL00890	NONTARGETING	EIF2B3~NONTARGETING	34	43	58	77	72	41	43	105	48	56	34	107	181
DG0003828	ScaffoldPosition	Wildtype	906336992	EIF2B3	CTRL00890	NONTARGETING	EIF2B3~NONTARGETING	80	73	117	55	100	66	82	104	47	75	96	57	142
DG0003829	ScaffoldPosition	Wildtype	1051655581	RPS6	CTRL00054	NONTARGETING	RPS6~NONTARGETING	102	45	86	47	91	72	92	66	97	74	105	58	213
DG0003830	ScaffoldPosition	Wildtype	1051655566	RPS6	CTRL00054	NONTARGETING	RPS6~NONTARGETING	2	27	7	44	16	23	17	46	21	11	12	73	175
DG0003831	ScaffoldPosition	Wildtype	1154994009	SNRPD1	CTRL00161	NONTARGETING	SNRPD1~NONTARGETING	3	30	7	67	8	22	21	119	5	16	10	65	141
DG0003832	ScaffoldPosition	Wildtype	1154994722	SNRPD1	CTRL00161	NONTARGETING	SNRPD1~NONTARGETING	28	20	17	127	35	39	35	189	38	40	6	141	225
DG0003833	ScaffoldPosition	Wildtype	1200057466	HAUS7	CTRL00757	NONTARGETING	HAUS7~NONTARGETING	82	54	70	88	55	52	65	135	34	102	83	69	158
DG0003834	ScaffoldPosition	Wildtype	1200057471	HAUS7	CTRL00757	NONTARGETING	HAUS7~NONTARGETING	86	64	73	84	89	64	102	125	66	72	106	103	207
DG0003835	ScaffoldPosition	Wildtype	1056169954	HNRNPK	CTRL00678	NONTARGETING	HNRNPK~NONTARGETING	21	12	25	78	26	19	20	170	19	12	36	121	371
DG0003836	ScaffoldPosition	Wildtype	1056170093	HNRNPK	CTRL00678	NONTARGETING	HNRNPK~NONTARGETING	3	9	26	36	18	7	31	75	12	18	33	73	174
DG0003837	ScaffoldPosition	Wildtype	1139932010	SF3B3	CTRL00712	NONTARGETING	SF3B3~NONTARGETING	25	22	4	45	54	35	21	67	40	7	61	55	126
DG0003838	ScaffoldPosition	Wildtype	1139934070	SF3B3	CTRL00712	NONTARGETING	SF3B3~NONTARGETING	43	59	54	89	64	53	37	119	29	77	74	111	215
DG0003839	ScaffoldPosition	Wildtype	1074131602	SMC3	CTRL00232	NONTARGETING	SMC3~NONTARGETING	26	13	11	92	16	32	19	84	50	15	36	45	166
